,Unnamed: 0,station_name,place_name,author_name,rating,text,time,Language,Sentiment,Sentiment_Score,Latitude,Longitude,assigned_district,daerah,projected_population
3406,3406,BALOK MAKMUR,Petronas Taman Balok Makmur Kuantan,ASYIKIN IBRAHIM,3,The only atm machine around this area. And always out of service.,1557192085,en,very negative,0.3137935400009155,3.964643,103.382611,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3407,3407,BALOK MAKMUR,Petronas Taman Balok Makmur Kuantan,aisyah hafizah,3,The road is quite bad. Please do something about it as it was the nearest. Tq,1518774705,en,negative,0.4335867166519165,3.964643,103.382611,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3408,3408,BANDAR INDERA MAHKOTA,Petronas Bandar Indera Mahkota,MOHD SYAFIQ MD FADZIL,5,"Receiving heavy traffic almost everyday because it has a lot of things here.

Maybank ATM and CDM machine and CIMB ATM machine are available here.

Large variety of local produced product also available to buy here. Even the nasi lemak also available here.

The surau and toilet are clean but not so large. Parking here is not a big problem. You can park along the roadside because the road is quite wide.",1656508996,en,positive,0.5684832334518433,3.820717,103.288625,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3409,3409,BANDAR INDERA MAHKOTA,Petronas Bandar Indera Mahkota,Norliah Awang,5,very convinience place including shop mart and atm machine,1699777516,en,very positive,0.4304205775260925,3.820717,103.288625,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3410,3410,BANDAR INDERA MAHKOTA,Petronas Bandar Indera Mahkota,mazlan ahmad,5,"provide surau and toilet
No EV charger
Nearby - if you are lucky - can buy cendol or ABC (food truck 😀)",1664763255,en,positive,0.3924732208251953,3.820717,103.288625,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3411,3411,BANDAR INDERA MAHKOTA,Petronas Bandar Indera Mahkota,Tom Ramzul,5,"got banks cdm atm Maybank cimb, tasty pau kari, crispy waffle and great sweet corn. if there's bad thing to say, its too crowded",1496217009,en,positive,0.4286670982837677,3.820717,103.288625,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3412,3412,BANDAR INDERA MAHKOTA,Petronas Bandar Indera Mahkota,Muhamad Ruzaini Che Ghani,5,"CIMB ATM&CDM, Maybank ATM&CDM, Tire Pump, Diesel, Ron 95&97, Utility Bill payment, Fresh pau, Fresh corn, Fresh waffle, Fresh fruits slices.",1561445400,en,very positive,0.6522107124328613,3.820717,103.288625,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3413,3413,BANDAR MENTAKAB,Petronas - Bandar Mentakab,Loong Taeem,5,Have many services ATM and deposit machines,1613185967,en,very positive,0.515754222869873,3.48134,102.336996,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3414,3414,BANDAR MENTAKAB,Petronas - Bandar Mentakab,syahrul afham,5,Good services by the staff,1460241735,en,positive,0.5405925512313843,3.48134,102.336996,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3415,3415,BANDAR MENTAKAB,Petronas - Bandar Mentakab,Zack Zakri,5,Nice petrol station,1603079610,it,positive,0.4618770480155945,3.48134,102.336996,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3416,3416,BANDAR MENTAKAB,Petronas - Bandar Mentakab,Ahmad Tajudin,4,Ok,1543927701,unknown,neutral,0.4951143860816955,3.48134,102.336996,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3417,3417,BANDAR MENTAKAB,Petronas - Bandar Mentakab,Ana Maziana,4,Comfortable place.. makes it easy for people to refuel. Big parking,1598946075,en,positive,0.5029653310775757,3.48134,102.336996,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3418,3418,PSS BENTONG R & R,Petronas R&R @ Bentong,Zashnain,4,"Petronas Station Bentong is an ideal pitstop if you're heading towards Terengganu. It offers petrol, clean toilets, Dunkin' Donuts, and both cold and hot beverages. Many travelers stop here for a break and to refill petrol before continuing their journey. The facilities are well-maintained, and the availability of refreshments makes it convenient for a quick rest. The station's cleanliness and variety of services enhance the overall experience. I’m satisfied with my visit and would rate it 4 stars.",1718430310,en,positive,0.978951632976532,3.443421,101.893754,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3419,3419,PSS BENTONG R & R,Petronas R&R @ Bentong,Alfa Guera,5,The best so far except at the KFC where there are only 2 or 3 staff working at one time. Probably due to boycott things but many people come in to dine in.,1724127359,en,positive,0.5916211605072021,3.443421,101.893754,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3420,3420,PSS BENTONG R & R,Petronas R&R @ Bentong,Ts. Dr. Ahmad Soyuti Hj Sabran,5,1st pitstop to Kuantan. Solat Jamak maghrib isyak. During prayer time the order at KFC will be slightly delay to prepare because only 1 assistant left while rest performing solat.,1695653232,en,positive,0.3331213295459747,3.443421,101.893754,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3421,3421,PSS BENTONG R & R,Petronas R&R @ Bentong,Hafiz Hussin,5,"Pitstop. Massive station with plenty of food outlet and vendors selling good and beverage. Ideal stop after all the long drive. Got ATM, Touch N Go topup machine, clean restroom and prayer room. High volume of car during weekend and school holiday.",1685755650,en,very positive,0.8309312462806702,3.443421,101.893754,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3422,3422,PSS BENTONG R & R,Petronas R&R @ Bentong,ELMI IKHWAN,5,A jive place to stop at this area as it has almost everything to fulfil your need as a traveller. Ample parking but it will be a disaster to find one on festive season and school holidays. It has fast food restaurant and the most important thing is the petrol pump.,1572968687,en,positive,0.4472202062606811,3.443421,101.893754,"Bentong, Pahang","Bentong, Pahang",123793.91241376524
3423,3423,KM 26 JLN GAMBANG,Petronas KM 26 Jalan Gambang,Abdul Rahman Aziz Satar,5,Good that this place has dunkin donut. After long drive from melaka. I can have some iced americano and some donuts,1713963247,en,positive,0.4291699826717376,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3424,3424,KM 26 JLN GAMBANG,Petronas KM 26 Jalan Gambang,Azman Ahmad,4,"Petronas KM 26 Jalan Gambang -
Locality at Km 26, Jalan Gambang in the District of Kuantan, Pahang Darul Makmur, Malaysia.
It's a petrol station in Gambang that's providing NGV, ATM, prayer room, toilet, Mesra Mart, Dunkin' Donuts, drinks etc.
Sometimes it too crowded. Neat and tidy, adequate facilities available like the other Petronas Petrol/Gas Station. Users friendly petrol station with a good services, clean environment comfortable for reststop and treatment on the journey...
⛽ 🏧 🚻 🚭 🍺 🍩 👍 🤗",1678717900,en,positive,0.4643124639987945,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3425,3425,KM 26 JLN GAMBANG,Petronas KM 26 Jalan Gambang,Sr Marlia Omar,5,"Toilet & surau keep clean 👍

Variety of choice to accompany your long journey ... Got atm machines too...

Attached with Dunkin Donuts",1683963680,en,very positive,0.5918819904327393,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3426,3426,KM 26 JLN GAMBANG,Petronas KM 26 Jalan Gambang,Nordin Kadir,5,"Got everything here. Petrol of course with so many pumps available. Shop. Toilet. Surau. Can pay with Setel and eWallet. Also got ATM, Maybank I think.",1603458640,en,very positive,0.6616369485855103,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3427,3427,KM 26 JLN GAMBANG,Petronas KM 26 Jalan Gambang,Song Zen,5,"Last time I drove Kancil from Johor Bahru with full tank of NGV gas, use east coast road, arrived at this station then refill NGV gas here.
After that I have enough NGV gas to drive to KL.",1698904042,en,very negative,0.4571591019630432,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3428,3428,KM 26 JLN GAMBANG,Petronas R & R Gambang (B),aviss chin,5,A huge Petrol station between Kuantan and Temerloh. Very clean toilet and lots of food and drinks to buy. I love the Dunkin’ Donuts attached with Petronas. Very convenient.,1679882145,en,very positive,0.7926647663116455,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3429,3429,KM 26 JLN GAMBANG,Petronas R & R Gambang (B),Ismail Rizuan,4,"R& R have medan selera and Petrol pump, Petronas & Shell",1708431553,en,very positive,0.4215962290763855,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3430,3430,KM 26 JLN GAMBANG,Petronas R & R Gambang (B),Striker FCS,4,"Rather huge Petronas gasoline station located beside Gambang R&R area. Easy access from East Coast Expressway. Required extra caution when exiting to the highway.

There is a huge store here with Dunkin' Donuts store inside the store. Plenty of items available in store and all items were nicely arranged & displayed. There is a machine in front of Dunkin' Donuts counter, where you can pay for your phone bills, top-up you TnGo card, etc.

The place overall, is clean, well-organized and well maintained. Even the toilet is quite clean and huge. Staffs were friendly, helpful and kind.",1709534548,en,positive,0.6019536852836609,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3431,3431,KM 26 JLN GAMBANG,Petronas R & R Gambang (B),one ezan,3,rest after fuel the gas. better for us n the machine to take a breath😀. The angin sempoi2x here makes our body get fast recovery✌️,1650594530,en,neutral,0.3944531381130218,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3432,3432,KM 26 JLN GAMBANG,Petronas R & R Gambang (B),Nik Mohd Syahrul Nizam,3,They use portable gas for now till 9th Oct. Cash only and allow max RM50.,1693122090,en,very negative,0.5226665735244751,3.711082,103.126824,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3433,3433,TANJONG LUMPUR,Petronas Tanjung Lumpur,James TMC,3,nice place to fill up u tank . not much cars . big space . but no RON 97 . Its mini market good for a stop over snack travelling from kuantan to pekan or tanjong sepat beach area,1552210539,en,positive,0.6100440621376038,3.796528,103.335284,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3434,3434,TANJONG LUMPUR,Petronas Tanjung Lumpur,gabrael al kudus,4,At PETRONAS MESRA I can buy snacks & drinks & also do bank teansaction,1687580637,en,very positive,0.5635724663734436,3.796528,103.335284,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3435,3435,TANJONG LUMPUR,Petronas Tanjung Lumpur,mohdnor sollehan,3,"The pump is good, but the tyre air pressure checker should not be trusted, as it was faulty for the longest :)",1501845882,en,neutral,0.4991737008094787,3.796528,103.335284,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3436,3436,TANJONG LUMPUR,Petronas Tanjung Lumpur,EJAN L.E,3,Ok.beesih,1595816489,af,neutral,0.5498530864715576,3.796528,103.335284,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3437,3437,TANJONG LUMPUR,Petronas Tanjung Lumpur,kausalya mohana selvam,4,This place going to have two F&B outlet inside. But apart from it nothing much here except Petrol bank,1509590048,en,neutral,0.3429841995239258,3.796528,103.335284,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3438,3438,GAMBANG ARAH TIMUR,Petronas R&R Gambang Arah Timur,AFZAAL KHAN NIAZI,5,"Nice surau for prayers, can buy a lot of thing at the Mesra Store and also have Dunkin Donut inside it.Petrol station approximately half point from Kuala Lumpur to Kuala Terengganu.",1725909766,en,positive,0.4950205385684967,3.724291,102.925155,"Maran, Pahang","Maran, Pahang",121204.08161012996
3439,3439,GAMBANG ARAH TIMUR,Petronas R&R Gambang Arah Timur,WorstDad,4,"Made a pit stop here to recharge the car.

All in, a good experience. No queue hence got the full power output from the DCFC. Charging was done seamlessly via the Jomcharge app. Took the opportunity to enjoy a cup of coffee and some donuts while waiting. Did not even manage to finish the coffee and was up to 80% SOC.

Only qualm is the cleanliness. DD seating is al fresco and overlooking the charger ports. Cleanliness could be better.",1721031461,en,positive,0.7137399315834045,3.724291,102.925155,"Maran, Pahang","Maran, Pahang",121204.08161012996
3440,3440,GAMBANG ARAH TIMUR,Petronas R&R Gambang Arah Timur,Ts. Dr. Ahmad Soyuti Hj Sabran,5,EV DC fast cahrging station for EQE.,1722824176,en,positive,0.417064219713211,3.724291,102.925155,"Maran, Pahang","Maran, Pahang",121204.08161012996
3441,3441,GAMBANG ARAH TIMUR,Petronas R&R Gambang Arah Timur,Kumaressan Suppiah,2,"Please educate your staff they are not allowed to hold customers debit card while refuelling.

And it's our choice to pay using card at the counter instead of the pump itself. Do not simply come up with your own rules

Otherwise it's a lovely station to stop and rest.",1713234324,en,neutral,0.3052921891212463,3.724291,102.925155,"Maran, Pahang","Maran, Pahang",121204.08161012996
3442,3442,GAMBANG ARAH TIMUR,Petronas R&R Gambang Arah Timur,Ahmad Syifaa,5,"Petrol station approximately half point from Kuala Lumpur to Kuala Terengganu. This place was my regular place as a pit stop when i visit my hometown.

Nice surau for prayers, can buy a lot of thing at the Mesra Store and also have Dunkin Donut inside it.

Usually on normal weekend was not too crowded, however last weekend, which is a weekend before Hari Raya, it was crowded around 7.00pm. Ive need to park outside the station to break fasting.",1652192714,en,positive,0.4640511870384216,3.724291,102.925155,"Maran, Pahang","Maran, Pahang",121204.08161012996
3443,3443,TAMAN TUALANG INDAH,Petronas Taman Tualang Indah,Md lazim Mat zain,3,Good petrol pump station,1655773169,en,positive,0.5347928404808044,3.447039,102.360755,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3444,3444,TAMAN TUALANG INDAH,Petronas Taman Tualang Indah,MNazri NEM,4,Comfortable place for everyone especially drivers,1513865152,en,very positive,0.4618387520313263,3.447039,102.360755,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3445,3445,TAMAN TUALANG INDAH,Petronas Taman Tualang Indah,Huzaifahhaziqhazirah Hisham,4,Good services petrol station,1490191302,en,positive,0.4776906967163086,3.447039,102.360755,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3446,3446,TAMAN TUALANG INDAH,Petronas Taman Tualang Indah,Duan Risda,3,Just a nice petrol station.,1495374317,en,positive,0.4778591394424438,3.447039,102.360755,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3447,3447,TAMAN TUALANG INDAH,Petronas Taman Tualang Indah,fr,4,Good place to fill up,1492335871,en,positive,0.5762555599212646,3.447039,102.360755,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3448,3448,BANDAR KERAYONG,PETRONAS - Bandar Kerayong,kizo 90,5,mostly this petrol station i stop when travel back to Nilai. Maybank ATM available.,1682567333,en,neutral,0.3813303112983703,3.263751,102.440357,"Bera, Pahang","Bera, Pahang",103696.82537755564
3449,3449,BANDAR KERAYONG,PETRONAS - Bandar Kerayong,Azuan aziz,5,Nice petrol pump.looks like new.but need to improve about restroom.make it always clean and didnt smell.,1569242401,en,positive,0.7170314788818359,3.263751,102.440357,"Bera, Pahang","Bera, Pahang",103696.82537755564
3450,3450,BANDAR KERAYONG,PETRONAS - Bandar Kerayong,Zainal Ridzuan Zainal Abidin,5,Good,1725061637,so,positive,0.4969630539417267,3.263751,102.440357,"Bera, Pahang","Bera, Pahang",103696.82537755564
3451,3451,BANDAR KERAYONG,PETRONAS - Bandar Kerayong,Harris Ismail,4,"Friendly staffs, convenient facilities and lots of choices of things to buy",1638845186,en,very positive,0.4894892275333404,3.263751,102.440357,"Bera, Pahang","Bera, Pahang",103696.82537755564
3452,3452,BANDAR KERAYONG,PETRONAS - Bandar Kerayong,محمد فضلي رشيد,3,everything ok. staff friendly and toilet always clean. good services.,1523236401,en,positive,0.5524765253067017,3.263751,102.440357,"Bera, Pahang","Bera, Pahang",103696.82537755564
3453,3453,KG UBAI,Petronas Kampung Ubai,Lokman Hassan,4,"It has gazebo behind for resting places, lots of parking spaces as well as a CIMB ATM machine inside mesra's Store. Overall great.",1704025908,en,very positive,0.5047121644020081,3.605198,103.328736,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3454,3454,KG UBAI,Petronas Kampung Ubai,june mn,3,"everything ok but unfortunately, the toilet was frequently out of water, poor to the customer who really need to use the toilet i.e oku, senior citizen, etc",1639950076,en,neutral,0.5608447194099426,3.605198,103.328736,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3455,3455,KG UBAI,Petronas Kampung Ubai,S S,3,Big petrol station with good facilities. Clean toilet. Has CIMB ATM inside the store,1640068741,en,very positive,0.5536752939224243,3.605198,103.328736,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3456,3456,KG UBAI,Petronas Kampung Ubai,San,5,"Good place, break for prayer & toilet. Got cow",1664693783,en,positive,0.456853449344635,3.605198,103.328736,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3457,3457,KG UBAI,Petronas Kampung Ubai,Zulkefli Puteh,4,Good place to rest/break. Spacious and complete utilities....,1639642204,en,very positive,0.445230096578598,3.605198,103.328736,"Pekan, Pahang","Pekan, Pahang",130320.28603892607
3458,3458,JALAN DATO LIM HOE LEK,Petronas Jalan Dato Lim Hoe Lek,aisar aca,5,Local brand world class performance,1717511199,en,very positive,0.620104968547821,3.822217,103.326551,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3459,3459,JALAN DATO LIM HOE LEK,Petronas Jalan Dato Lim Hoe Lek,Rahim Rascac,4,No fuss at all..good spot to refuel..,1710057512,en,very negative,0.3057677447795868,3.822217,103.326551,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3460,3460,JALAN DATO LIM HOE LEK,Petronas Jalan Dato Lim Hoe Lek,"Othman Omar (Mannamir, Mannfiz Amway)",4,"2 Maybank ATM  located there, 1 for withdrawal machine n the other can cash in and withdrawal..",1621731041,en,very negative,0.4667330980300903,3.822217,103.326551,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3461,3461,JALAN DATO LIM HOE LEK,Petronas Jalan Dato Lim Hoe Lek,Wan,3,Spacious. ATM provided. Premium GZox Auto Detailing available here.,1597024655,en,very positive,0.5493904948234558,3.822217,103.326551,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3462,3462,JALAN DATO LIM HOE LEK,Petronas Jalan Dato Lim Hoe Lek,kk Chan,3,Petrol station with Maybank ATM & cash deposits machine....also convenient shops plus ample temporary parking.,1536901683,en,very positive,0.5481783747673035,3.822217,103.326551,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3463,3463,BANDAR KUANTAN PUTRI,Petronas Bandar Kuantan Putri,Harris zthou,2,"good, this location is quite busy and sometimes traffic jammed the road leading to the city of Kuantan.",1715818222,en,positive,0.6410502791404724,3.736246,103.306956,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3464,3464,BANDAR KUANTAN PUTRI,Petronas Bandar Kuantan Putri,Junaidi MN,5,They got a coffee corner inside. I tried iced caramel macchiato and it's really good. Definitely a place to get a coffee shot during this hot weather.,1636177835,en,positive,0.5053612589836121,3.736246,103.306956,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3465,3465,BANDAR KUANTAN PUTRI,Petronas Bandar Kuantan Putri,Win El,5,"A very good service.the staff very good and always smile
They have atm machine(maybank)
So its easy for people to transfer money and withdraw
They just like 'rehat n rawat'
Have a big parking",1626867339,en,positive,0.4841524958610534,3.736246,103.306956,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3466,3466,BANDAR KUANTAN PUTRI,Petronas Bandar Kuantan Putri,Lokman Hassan,4,"On the way fueling, a nice and big rest stop in Petronas station",1702727373,en,very positive,0.5285916328430176,3.736246,103.306956,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3467,3467,BANDAR KUANTAN PUTRI,Petronas Bandar Kuantan Putri,FAESAL MZ,4,The location is very strategic as it is a residential area with lots of new housing being built here.,1588118646,en,positive,0.497091144323349,3.736246,103.306956,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3468,3468,KM 16 JALAN GAMBANG,Petronas Km 16 Jalan Gambang Kuantan,Farah Norhazrina Binti Rosli Rosli,2,"ordered matcha ice and ice latte,but it seems very tasteless (cafe mesra) on 27/7/24.",1722152371,en,very negative,0.3591303825378418,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3469,3469,KM 16 JALAN GAMBANG,Petronas Km 16 Jalan Gambang Kuantan,Zamani Diah,5,"Great location, all type of fuel available Primax 95, 97 Dynamix Diesel Euro 5 B7, B10. Clean toilet, spaces Surau, a lot of parking spaces, convenience stores.",1673310899,en,very positive,0.7533268332481384,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3470,3470,KM 16 JALAN GAMBANG,Petronas Km 16 Jalan Gambang Kuantan,Chuan Sin Pan,4,"Worst petronas dunno how to apply e-voucher for me even though listed in the list. Even supervisor also dunno
No lying, here is prove

After report to mesra then they did the change, appreciate",1544144534,en,very negative,0.4117412269115448,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3471,3471,KM 16 JALAN GAMBANG,Petronas Km 16 Jalan Gambang Kuantan,Ramlee Mohd,5,SETEL makes your life easy.,1716493481,en,very positive,0.5752650499343872,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3472,3472,KM 16 JALAN GAMBANG,Petronas Km 16 Jalan Gambang Kuantan,Sstaipan Sbg,3,Too many unrepaired lighting.,1713175457,en,negative,0.4599334895610809,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3473,3473,KM 16 JALAN GAMBANG,Shell,Hafizun Mushtafa,5,"The station is big, and has a toilet and prayer room. Basically clean and comfortable. But not that big",1726555947,en,positive,0.4538996815681457,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3474,3474,KM 16 JALAN GAMBANG,Shell,Mohd Firdaus,5,"I might say that all of the staff there are very polite and helpful.
Get a good coffee before continuing the journey.
Kudos to the management and team.",1696574870,en,positive,0.428693562746048,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3475,3475,KM 16 JALAN GAMBANG,Shell,joko hurricanemax,5,"Sekali lagi.  Repeat visit 4 Weeks later may 19. Service with a bright smile from very helpful assistant Cik Hasrina at the cashier counter.. timo kase vv much...
======
Very friendly , polite and patient young lady cashier.. . Helping me with my TnG vouchers.. terima kasih adik.",1679291210,en,very positive,0.5972864627838135,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3476,3476,KM 16 JALAN GAMBANG,Shell,ABDUL KADER,1,Assalamu Alaikum how are you all friends?,1714703666,en,very positive,0.3702967464923858,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3477,3477,KM 16 JALAN GAMBANG,Shell,grinaladie,5,My favourite Shell. The staff is very friendly and helpful. They sometimes even offer pastries at half price aftrr certain hours. I always drop by even if I don't have to pump petrol. They offer delicious sandwiches as well and also pudding raja.,1581907823,en,very positive,0.8963254690170288,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3478,3478,KM 16 JALAN GAMBANG,ATM Maybank Km 16 Jalan Gambang Kuantan,Hashadi,5,Stop by to top up wallet,1493781193,en,very negative,0.3064873516559601,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3479,3479,KM 16 JALAN GAMBANG,ATM Maybank Km 16 Jalan Gambang Kuantan,md zacks,3,,1462241921,unknown,positive,0.2846148908138275,3.744465,103.187917,"Kuantan, Pahang","Kuantan, Pahang",586234.1007108765
3480,3480,MUKIM GALI RAUB,PETRONAS MUKIM GALI - TEE PETROL TRADING,Bard Libra (bard),3,big space,1652101797,tl,very positive,0.3771445751190185,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3481,3481,MUKIM GALI RAUB,PETRONAS MUKIM GALI - TEE PETROL TRADING,Johari Johan,4,Good,1689081401,so,positive,0.4969630539417267,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3482,3482,MUKIM GALI RAUB,PETRONAS MUKIM GALI - TEE PETROL TRADING,ZamNan HjHassan,2,,1718422074,unknown,positive,0.2846148908138275,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3483,3483,MUKIM GALI RAUB,BHPetrol Raub 2,Nordin Kadir,4,Can use Samsung Pay here. Very convenient.,1546095292,en,very positive,0.7246787548065186,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3484,3484,MUKIM GALI RAUB,BHPetrol Raub 2,KA r.k,3,Good place to rest before continue journey.,1577709190,en,positive,0.5091402530670166,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3485,3485,MUKIM GALI RAUB,BHPetrol Raub 2,Azwan Aziz,5,This is one of new gas station. Got mini market as well.,1638664756,en,very positive,0.7160347700119019,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3486,3486,MUKIM GALI RAUB,BHPetrol Raub 2,shahrimothman29 shahrimothman29,3,It's ok,1695137176,en,neutral,0.7973840832710266,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3487,3487,MUKIM GALI RAUB,BHPetrol Raub 2,Mr. Wood,4,alternative toilet if opposite petronas toilet is long q,1535405363,en,neutral,0.4415872991085052,3.803738,101.872038,"Raub, Pahang","Raub, Pahang",102350.11335966532
3488,3488,KM 4 JALAN MARAN,Petron Temerloh Tengah,Intezar Ali,5,Beautiful,1722260946,fr,very positive,0.7432554960250854,3.447933,102.444644,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3489,3489,KM 4 JALAN MARAN,Petron Temerloh Tengah,Aunie Sabhah,5,Petrol station located besides PDM Temerloh. A simple petrol station,1656420044,en,positive,0.3114043474197387,3.447933,102.444644,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3490,3490,KM 4 JALAN MARAN,Petron Temerloh Tengah,Baharom Deraman,3,Toilet is dirty and always stuck,1683215977,en,very negative,0.4460774660110473,3.447933,102.444644,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3491,3491,KM 4 JALAN MARAN,Petron Temerloh Tengah,wawa usagi,5,"Accept ewallet, easy access",1645656185,en,very positive,0.5296086668968201,3.447933,102.444644,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3492,3492,KM 4 JALAN MARAN,Petron Temerloh Tengah,Mohd Razi Yahaya (Razi),5,Nearest fuel station from my workplace.,1678767550,en,very positive,0.4509102404117584,3.447933,102.444644,"Temerloh, Pahang","Temerloh, Pahang",180977.37655803168
3493,3493,TELOK GADING,PETRONAS Tanjung Gemok,Hajidin Ben Shaheed,5,Friendly and efficient services. Variety of food to choose on sale. Spic and span. Sufficient fuel pumps to cater for the traffic,1659874122,en,very positive,0.4755542576313019,2.664828,103.615972,"Mersing, Johor","Mersing, Johor",82874.58571632819
3494,3494,TELOK GADING,PETRONAS Tanjung Gemok,muhamad akhiruddin,4,"Business operation start at 6:50 a.m.
Got BSN ATM inside, if want to withdraw cash. Can purchase mobile kiosk charger for RM 23.00 .Approximately 900 meter from Tanjung Gemok Jetty.",1593878417,en,very positive,0.3102589547634125,2.664828,103.615972,"Mersing, Johor","Mersing, Johor",82874.58571632819
3495,3495,TELOK GADING,PETRONAS Tanjung Gemok,Mohamad Zaid Hamzah,5,So far Good sustainability toilet n clean i experience in Petronas Fuel Station,1622203514,en,positive,0.5100870728492737,2.664828,103.615972,"Mersing, Johor","Mersing, Johor",82874.58571632819
3496,3496,TELOK GADING,PETRONAS Tanjung Gemok,Abdul Halim Awang,5,Larger petrol station with a lot of fuel pump. It has Kedai Mesra and ATM. Selling euro5 diesel.,1609722560,en,positive,0.3375453352928161,2.664828,103.615972,"Mersing, Johor","Mersing, Johor",82874.58571632819
3497,3497,TELOK GADING,PETRONAS Tanjung Gemok,Mohamad Noor Abdul Rahman,5,"On every weekend always..going back to endau...this always be my refueling
Station",1685353988,en,very positive,0.7405552268028259,2.664828,103.615972,"Mersing, Johor","Mersing, Johor",82874.58571632819
